Horse,Date,Track,Distance,Finish_Pos,Barrier,Weight,Margin,SP,Condition
Double Bingo,20-Oct-24,Sha Tin,1200m,14/14,,,0.2,1.0,
Double Bingo,25-Sep-24,Happy Valley,1200m,12/12,,,0.3,1.0,
Double Bingo,12-Sep-24,TRIAL Sha Tin,1050m,3/9,,,1.5,,
Double Bingo,26-Jun-24,Happy Valley,1200m,8/12,,,1.0,1.0,
Double Bingo,05-Jun-24,Happy Valley,1200m,8/12,,,3.0,1.0,
Double Bingo,15-May-24,Happy Valley,1200m,12/12,,,3.3,1.0,
Double Bingo,01-May-24,Happy Valley,1200m,8/12,,,3.0,1.0,
Double Bingo,10-Apr-24,Happy Valley,1200m,2/12,,,0.8,245.0,
Double Bingo,02-Apr-24,TRIAL Sha Tin,1200m,8/9,,,0.3,,
Double Bingo,19-Mar-24,TRIAL Sha Tin,1050m,3/4,,,0.5,,
Wah May Wai Wai,02-Apr-26,TRIAL Sha Tin,1200m,5/8,,,0.8,,
Wah May Wai Wai,18-Mar-26,Happy Valley,1650m,9/12,,,2.6,875.0,
Wah May Wai Wai,05-Mar-26,TRIAL Sha Tin,1200m,2/7,,,0.3,,
Wah May Wai Wai,13-Feb-26,TRIAL Happy Valley,1700m,4/6,,,0.7,,
Wah May Wai Wai,28-Jan-26,Happy Valley,1650m,4/12,,,3.4,52.0,
Wah May Wai Wai,07-Jan-26,Happy Valley,1800m,10/12,,,0.5,875.0,
Wah May Wai Wai,17-Dec-25,Happy Valley,2200m,7/12,,,0.3,875.0,
Wah May Wai Wai,03-Dec-25,Happy Valley,1800m,4/12,,,0.6,52.0,
Wah May Wai Wai,15-Nov-25,Sha Tin,1800m,5/14,,,0.8,30.0,
Wah May Wai Wai,05-Nov-25,Happy Valley,2200m,6/7,,,1.3,17.0,
Wah May Wai Wai,08-Oct-25,Happy Valley,1800m,3/11,,,9.3,100.0,
Wah May Wai Wai,10-Sep-25,Happy Valley,1650m,3/9,,,0.1,100.0,
Wah May Wai Wai,29-Aug-25,TRIAL Sha Tin,1200m,8/10,,,0.8,,
Wah May Wai Wai,16-Jul-25,Happy Valley,1650m,6/12,,,7.1,23.0,
Wah May Wai Wai,25-Jun-25,Happy Valley,1650m,3/12,,,1.1,134.0,
Wah May Wai Wai,11-Jun-25,Happy Valley,1650m,4/11,,,1.5,70.0,
Wah May Wai Wai,27-May-25,TRIAL Sha Tin,1200m,2/10,,,2.8,,
Wah May Wai Wai,14-May-25,Happy Valley,1650m,11/12,,,0.1,1.0,
Wah May Wai Wai,23-Apr-25,Happy Valley,1650m,9/12,,,1.1,1.0,
Wah May Wai Wai,02-Apr-25,Happy Valley,1650m,6/12,,,1.4,23.0,
Wah May Wai Wai,14-Mar-25,TRIAL Happy Valley,1700m,3/10,,,0.8,,
Wah May Wai Wai,05-Mar-25,Happy Valley,1650m,7/12,,,1.3,1.0,
Wah May Wai Wai,19-Feb-25,Happy Valley,1650m,12/12,,,1.1,1.0,
Wah May Wai Wai,28-Jan-25,TRIAL Sha Tin,1200m,7/10,,,0.4,,
Wah May Wai Wai,15-Jan-25,Happy Valley,1650m,4/11,,,5.3,70.0,
Wah May Wai Wai,26-Dec-24,Happy Valley,1650m,2/12,,,3.0,245.0,
Wah May Wai Wai,22-Nov-24,TRIAL Sha Tin,1200m,4/10,,,2.0,,
Wah May Wai Wai,06-Nov-24,Happy Valley,1650m,4/12,,,3.1,70.0,
Wah May Wai Wai,16-Oct-24,Happy Valley,1650m,9/12,,,1.6,1.0,
Wah May Wai Wai,04-Oct-24,TRIAL Sha Tin,1200m,5/11,,,1.6,,
Wah May Wai Wai,20-Sep-24,TRIAL Happy Valley,1200m,7/10,,,1.9,,
Wah May Wai Wai,06-Jul-24,Sha Tin,1600m,14/14,,,1.9,1.0,
Wah May Wai Wai,28-Jun-24,TRIAL Sha Tin,1200m,8/11,,,1.8,,
Wah May Wai Wai,15-Jun-24,Sha Tin,1600m,13/13,,,0.1,2.0,
Wah May Wai Wai,04-Jun-24,TRIAL Sha Tin,1600m,4/8,,,2.6,,
Wah May Wai Wai,22-May-24,Happy Valley,1650m,11/12,,,20.0,2.0,
Wah May Wai Wai,05-May-24,Sha Tin,1400m,11/13,,,0.4,1.0,
Wah May Wai Wai,09-Apr-24,TRIAL Sha Tin,1600m,8/9,,,2.1,,
Wah May Wai Wai,15-Mar-24,TRIAL Happy Valley,1700m,3/9,,,0.1,,
Wah May Wai Wai,05-Mar-24,TRIAL Sha Tin,1000m,8/8,,,0.3,,
Wah May Wai Wai,17-Feb-24,TRIAL Happy Valley,1200m,8/9,,,0.4,,
Wah May Wai Wai,27-Jul-23,Leopardstown,1609m,1/9,,,0.8,,
Courier Magic,02-Apr-26,TRIAL Conghua Awt,1200m,3/5,,,0.3,,
Courier Magic,15-Mar-26,Sha Tin,1650m,7/14,,,0.3,875.0,
Courier Magic,26-Feb-26,TRIAL Sha Tin,1200m,7/9,,,4.0,,
Courier Magic,21-Jan-26,Sha Tin,1650m,5/14,,,2.5,30.0,
Courier Magic,09-Jan-26,TRIAL Sha Tin,1050m,3/6,,,3.3,,
Courier Magic,25-Dec-25,TRIAL Conghua Awt,1200m,3/5,,,1.0,,
Courier Magic,07-Dec-25,Sha Tin,1650m,8/14,,,0.3,875.0,
Courier Magic,19-Nov-25,Happy Valley,1650m,3/12,,,3.3,100.0,
Courier Magic,30-Oct-25,Sha Tin,1650m,2/12,,,0.3,183.0,
Courier Magic,15-Oct-25,Happy Valley,1650m,2/12,,,0.1,183.0,
Courier Magic,27-Sep-25,TRIAL Happy Valley,1200m,4/10,,,3.8,,
Courier Magic,11-Sep-25,TRIAL Sha Tin,1200m,2/10,,,4.1,,
Courier Magic,27-Aug-25,TRIAL Sha Tin,1200m,1/8,,,1.5,,
Courier Magic,09-Jul-25,Happy Valley,1650m,3/12,,,2.5,100.0,
Courier Magic,26-Jun-25,TRIAL Sha Tin,1200m,4/9,,,0.1,,
Courier Magic,29-May-25,TRIAL Sha Tin,1200m,2/9,,,30.0,,
Courier Magic,14-May-25,Happy Valley,1650m,5/12,,,1.3,40.0,
Courier Magic,23-Apr-25,Happy Valley,1650m,8/12,,,1.1,1.0,
Courier Magic,02-Apr-25,Happy Valley,1650m,8/12,,,1.4,1.0,
Courier Magic,12-Mar-25,Happy Valley,1650m,2/12,,,1.6,245.0,
Courier Magic,19-Feb-25,Happy Valley,1650m,3/12,,,2.3,134.0,
Courier Magic,07-Feb-25,TRIAL Sha Tin,1200m,4/10,,,0.1,,
Courier Magic,10-Jan-25,TRIAL Happy Valley,1700m,3/10,,,1.5,,
Courier Magic,18-Dec-24,Sha Tin,1650m,9/13,,,1.3,1.0,
Courier Magic,11-Dec-24,Happy Valley,1800m,9/12,,,3.5,1.0,
Courier Magic,20-Nov-24,Happy Valley,1650m,2/12,,,1.1,245.0,
Courier Magic,12-Nov-24,TRIAL Sha Tin,1200m,6/11,,,0.3,,
Courier Magic,27-Oct-24,Happy Valley,1650m,6/12,,,30.0,23.0,
Courier Magic,16-Oct-24,Happy Valley,1650m,8/12,,,1.6,1.0,
Courier Magic,25-Sep-24,Happy Valley,1650m,3/11,,,1.6,134.0,
Courier Magic,12-Sep-24,TRIAL Sha Tin,1200m,3/9,,,0.5,,
Courier Magic,28-Aug-24,TRIAL Sha Tin,1050m,3/5,,,0.1,,
Courier Magic,27-Jun-24,TRIAL Conghua Awt,1200m,4/6,,,0.1,,
Courier Magic,12-Jun-24,Happy Valley,1650m,7/12,,,2.6,1.0,
Courier Magic,22-May-24,Happy Valley,1650m,5/12,,,1.3,40.0,
Courier Magic,09-May-24,TRIAL Conghua Turf,1200m,2/7,,,1.6,,
Courier Magic,17-Apr-24,Happy Valley,1800m,8/12,,,0.3,1.0,
Courier Magic,08-Apr-24,TRIAL Conghua Turf,1000m,5/6,,,0.9,,
Courier Magic,20-Mar-24,Happy Valley,1650m,1/12,,,4.0,655.0,
Courier Magic,06-Mar-24,Happy Valley,1650m,1/12,,,0.3,490.0,
Courier Magic,23-Feb-24,TRIAL Conghua Turf,1200m,4/11,,,1.5,,
Courier Magic,07-Feb-24,Happy Valley,1650m,9/12,,,1.4,875.0,
Courier Magic,25-Jan-24,TRIAL Conghua Awt,1200m,4/4,,,2.8,,
Courier Magic,07-Jan-24,Sha Tin,1400m,11/14,,,0.8,1.0,
Courier Magic,01-Jan-24,Sha Tin,1200m,12/12,,,3.8,1.0,
Courier Magic,13-Dec-23,Happy Valley,1200m,9/12,,,3.6,1.0,
Courier Magic,28-Nov-23,TRIAL Sha Tin,1200m,3/8,,,0.4,,
Courier Magic,14-Nov-23,TRIAL Sha Tin,1000m,4/10,,,0.8,,
Courier Magic,26-Oct-23,TRIAL Conghua Turf,800m,7/9,,,0.8,,
Courier Magic,01-Jul-23,Sha Tin,1200m,11/14,,,2.9,1.0,
Courier Magic,04-Jun-23,Sha Tin,1200m,13/14,,,1.6,1.0,
Courier Magic,23-May-23,TRIAL Sha Tin,1050m,6/10,,,1.1,,
Courier Magic,07-May-23,Sha Tin,1200m,10/14,,,4.8,1.0,
Courier Magic,21-Apr-23,TRIAL Happy Valley,1000m,3/7,,,1.8,,
Courier Magic,11-Apr-23,TRIAL Sha Tin,1000m,5/8,,,4.3,,
Courier Magic,28-Mar-23,TRIAL Sha Tin,1050m,2/7,,,0.0,,
Courier Magic,10-Mar-23,TRIAL Sha Tin,1050m,6/7,,,1.5,,
Courier Magic,21-Feb-23,TRIAL Sha Tin,800m,5/8,,,20.0,,
Floof,02-Apr-26,TRIAL Sha Tin,1200m,4/8,,,0.8,156.0,
Floof,19-Feb-26,Sha Tin,1600m,11/14,,,2.6,1.0,
Floof,04-Feb-26,Happy Valley,1800m,9/12,,,0.6,1.0,
Floof,26-Jan-26,TRIAL Conghua Turf,1200m,4/10,,,0.8,,
Floof,11-Jan-26,Sha Tin,1800m,14/14,,,0.3,1.0,
Floof,17-Dec-25,Happy Valley,1800m,11/12,,,3.0,1.0,
Floof,14-Nov-25,TRIAL Sha Tin,1200m,7/9,,,0.9,,
Floof,01-Oct-25,Sha Tin,1800m,7/14,,,80.0,1.0,
Floof,26-Sep-25,TRIAL Sha Tin,1200m,7/8,,,0.9,,
Floof,16-Jul-25,Happy Valley,1800m,4/12,,,0.0,70.0,
Floof,25-Jun-25,Happy Valley,1650m,8/12,,,1.6,1.0,
Floof,04-Jun-25,Happy Valley,1800m,7/12,,,1.6,1.0,
Floof,10-May-25,Sha Tin,1650m,10/14,,,1.6,1.0,
Floof,16-Apr-25,Happy Valley,2200m,7/11,,,2.3,1.0,
Floof,09-Apr-25,Happy Valley,1800m,5/12,,,2.3,40.0,
Floof,02-Mar-25,Sha Tin,1650m,8/14,,,1.4,1.0,
Floof,25-Feb-25,TRIAL Sha Tin,1200m,5/7,,,0.6,,
Floof,07-Feb-25,TRIAL Sha Tin,1200m,7/8,,,0.5,,
Floof,26-Dec-24,TRIAL Conghua Awt,1200m,5/5,,,4.3,,
Floof,06-Dec-24,TRIAL Conghua Turf,1200m,8/11,,,0.5,,
Floof,23-Oct-24,Sha Tin,1650m,8/11,,,0.5,1.0,
Floof,06-Oct-24,Sha Tin,1650m,5/10,,,1.8,40.0,
Floof,22-Sep-24,Sha Tin,1650m,1/10,,,0.9,655.0,
Floof,13-Sep-24,TRIAL Conghua Turf,1200m,5/10,,,0.8,,
Floof,29-Aug-24,TRIAL Conghua Turf,1200m,2/9,,,1.5,,
Floof,23-Jun-24,Sha Tin,1650m,9/14,,,1.5,1.0,
Floof,08-Jun-24,Sha Tin,1400m,12/14,,,0.4,1.0,
Floof,22-May-24,Happy Valley,1200m,12/12,,,2.1,1.0,
Floof,01-May-24,Happy Valley,1200m,11/11,,,1.8,1.0,
Floof,18-Apr-24,TRIAL Conghua Awt,1200m,1/5,,,3.3,,
Floof,31-Mar-24,Sha Tin,1200m,5/14,,,6.0,65.0,
Floof,03-Mar-24,Sha Tin,1200m,7/11,,,2.8,1.0,
Floof,19-Feb-24,TRIAL Conghua Turf,1000m,3/4,,,2.8,,
Floof,25-Jan-24,TRIAL Conghua Awt,1200m,5/5,,,3.0,,
Floof,08-Jan-24,TRIAL Conghua Turf,1000m,1/5,,,0.0,,
Floof,15-Dec-23,TRIAL Conghua Turf,1000m,8/8,,,0.5,,
Floof,01-Dec-23,TRIAL Conghua Turf,800m,4/9,,,0.3,,
Floof,13-Apr-23,Kilmore,1462m,1/10,,,0.3,14.0,
Floof,31-Mar-23,Cranbourne,1500m,6/10,,,1.5,800.0,
Floof,23-Mar-23,Pakenham,1400m,10/12,,,2.1,800.0,
Floof,24-Feb-23,Moonee Valley,1200m,6/9,,,2.8,1.0,
Floof,29-Oct-22,Newcastle,1250m,6/11,,,2.0,1.0,
Floof,26-Sep-22,TRIAL Randwick,1045m,2/7,,,0.7,,
Floof,13-Sep-22,TRIAL Randwick,1050m,6/7,,,0.13,,
Floof,16-May-22,TRIAL Randwick,1050m,7/7,,,0.2,,
Exceed The Wish,08-Mar-26,Sha Tin,1400m,11/14,,,,875.0,
Exceed The Wish,27-Feb-26,TRIAL Conghua Turf,1600m,5/10,,,0.2,,
Exceed The Wish,11-Feb-26,Happy Valley,1000m,7/12,,,1.3,875.0,
Exceed The Wish,21-Jan-26,Sha Tin,1200m,11/12,,,1.7,875.0,
Exceed The Wish,06-Jan-26,TRIAL Sha Tin,1200m,6/10,,,1.9,,
Exceed The Wish,17-Dec-25,Happy Valley,1200m,6/12,,,1.4,23.0,
Exceed The Wish,19-Nov-25,Happy Valley,1200m,8/12,,,0.5,1.0,
Exceed The Wish,02-Nov-25,Happy Valley,1200m,5/12,,,1.3,40.0,
Exceed The Wish,08-Oct-25,Happy Valley,1200m,2/12,,,2.0,245.0,
Exceed The Wish,17-Sep-25,Happy Valley,1200m,5/12,,,0.5,40.0,
Exceed The Wish,08-Sep-25,TRIAL Conghua Turf,1200m,5/10,,,1.4,,
Exceed The Wish,09-Jul-25,Happy Valley,1200m,9/12,,,0.3,1.0,
Exceed The Wish,25-Jun-25,Happy Valley,1200m,2/12,,,2.1,245.0,
Exceed The Wish,21-May-25,Happy Valley,1200m,5/12,,,3.1,40.0,
Exceed The Wish,08-May-25,TRIAL Sha Tin,1200m,4/7,,,0.9,,
Exceed The Wish,09-Apr-25,Happy Valley,1200m,6/12,,,5.8,23.0,
Exceed The Wish,12-Mar-25,Happy Valley,1200m,6/12,,,1.9,23.0,
Exceed The Wish,16-Feb-25,Sha Tin,1200m,9/12,,,0.6,1.0,
Exceed The Wish,24-Jan-25,TRIAL Conghua Turf,1200m,5/11,,,1.0,,
Exceed The Wish,22-Dec-24,Sha Tin,1200m,10/14,,,1.6,1.0,
Exceed The Wish,10-Dec-24,TRIAL Sha Tin,1200m,2/10,,,0.9,,
Exceed The Wish,07-Nov-24,TRIAL Sha Tin,1200m,3/10,,,2.5,,
Exceed The Wish,20-Oct-24,Sha Tin,1200m,12/14,,,0.3,1.0,
Exceed The Wish,04-Oct-24,TRIAL Sha Tin,1200m,4/11,,,0.3,,
Exceed The Wish,17-Sep-24,TRIAL Sha Tin,800m,3/9,,,30.0,,
Exceed The Wish,14-Feb-24,TRIAL Scone,1000m,1/6,,,0.5,,
Exceed The Wish,21-Jan-24,TRIAL Scone,900m,2/10,,,0.8,,
Exceed The Wish,17-Aug-23,TRIAL Muswellbrook,800m,4/5,,,0.8,,
Zetta Force,16-Mar-26,TRIAL Conghua Turf,1200m,9/10,,,3.3,,
Zetta Force,27-Feb-26,TRIAL Conghua Turf,1000m,8/10,,,0.0,,
Zetta Force,20-Dec-25,Sha Tin,1400m,14/14,,,6.8,875.0,
Zetta Force,30-Nov-25,Sha Tin,1400m,7/14,,,2.1,875.0,
Zetta Force,15-Nov-25,Sha Tin,1400m,13/14,,,3.1,1.0,
Zetta Force,15-Oct-25,Happy Valley,1200m,5/12,,,2.1,40.0,
Zetta Force,30-Sep-25,TRIAL Sha Tin,1050m,10/10,,,2.2,,
Zetta Force,25-Jun-25,Happy Valley,1650m,12/12,,,1.6,1.0,
Zetta Force,10-May-25,Sha Tin,1400m,4/14,,,60.0,70.0,
Zetta Force,13-Apr-25,Sha Tin,1400m,6/14,,,2.5,23.0,
Zetta Force,23-Mar-25,Sha Tin,1400m,2/14,,,1.9,245.0,
Zetta Force,04-Mar-25,TRIAL Sha Tin,1200m,4/8,,,1.3,,
Zetta Force,31-Jan-25,Sha Tin,1400m,9/14,,,6.6,1.0,
Zetta Force,20-Jan-25,TRIAL Conghua Turf,1000m,1/10,,,1.8,,
Zetta Force,26-Dec-24,Happy Valley,1200m,7/12,,,0.2,1.0,
Zetta Force,16-Dec-24,TRIAL Conghua Turf,1000m,4/7,,,3.3,,
Zetta Force,27-Nov-24,Happy Valley,1200m,5/12,,,2.0,40.0,
Zetta Force,15-Nov-24,TRIAL Conghua Turf,1200m,2/11,,,0.6,,
Zetta Force,15-Oct-24,TRIAL Sha Tin,1000m,11/11,,,0.3,,
Zetta Force,27-Sep-24,TRIAL Sha Tin,1050m,8/12,,,0.5,,
Zetta Force,12-Sep-24,TRIAL Sha Tin,1050m,9/9,,,0.8,,
Inno Century,31-Mar-26,TRIAL Sha Tin,1200m,9/9,,,0.1,,
Inno Century,30-Jan-26,TRIAL Conghua Turf,1600m,7/7,,,1.1,,
Inno Century,11-Jan-26,Sha Tin,1200m,7/12,,,1.3,875.0,
Inno Century,29-Dec-25,TRIAL Sha Tin,1200m,7/9,,,1.0,,
Inno Century,16-Dec-25,TRIAL Sha Tin,1000m,10/12,,,2.1,,
Inno Century,26-Nov-25,Happy Valley,1200m,6/12,,,2.3,17.0,
Inno Century,05-Nov-25,Happy Valley,1200m,9/11,,,0.9,1.0,
Inno Century,08-Oct-25,Happy Valley,1200m,8/12,,,2.3,1.0,
Inno Century,26-Sep-25,TRIAL Sha Tin,1200m,9/9,,,1.3,,
Inno Century,16-Sep-25,TRIAL Sha Tin,1200m,4/8,,,0.0,,
Inno Century,29-Aug-25,TRIAL Sha Tin,1200m,7/10,,,0.0,,
Inno Century,10-Jun-25,TRIAL Sha Tin,1200m,6/6,,,30.0,,
Inno Century,10-May-25,Sha Tin,1400m,10/14,,,1.7,1.0,
Inno Century,28-Apr-25,TRIAL Conghua Turf,1000m,1/6,,,2.0,,
Inno Century,02-Apr-25,Happy Valley,1200m,4/12,,,0.2,70.0,
Inno Century,24-Mar-25,TRIAL Conghua Turf,1000m,2/7,,,2.3,,
Inno Century,05-Mar-25,Happy Valley,1200m,6/12,,,0.1,23.0,
Inno Century,05-Feb-25,Happy Valley,1200m,6/12,,,1.8,23.0,
Inno Century,12-Jan-25,Sha Tin,1200m,8/12,,,1.8,1.0,
Inno Century,02-Jan-25,TRIAL Sha Tin,1200m,8/10,,,2.1,,
Inno Century,17-Dec-24,TRIAL Sha Tin,1200m,7/9,,,50.0,,
Inno Century,02-Dec-24,TRIAL Conghua Turf,1000m,1/7,,,0.1,,
Inno Century,18-Nov-24,TRIAL Conghua Turf,1000m,3/8,,,0.3,,
Inno Century,04-Nov-24,TRIAL Sha Tin,1050m,4/4,,,0.5,,
Smart Trio,18-Mar-26,Happy Valley,1650m,8/12,,,,27.0,
Smart Trio,22-Feb-26,Sha Tin,1800m,13/14,,,0.3,875.0,
Smart Trio,06-Feb-26,TRIAL Conghua Turf,1200m,2/10,,,1.3,,
Smart Trio,01-Jan-26,Sha Tin,1600m,9/14,,,1.5,875.0,
Smart Trio,07-Dec-25,Sha Tin,1650m,10/14,,,0.2,875.0,
Smart Trio,15-Nov-25,Sha Tin,1800m,9/14,,,3.3,875.0,
Smart Trio,02-Nov-25,Happy Valley,1800m,9/12,,,1.3,1.0,
Smart Trio,22-Oct-25,Happy Valley,1650m,9/12,,,2.4,1.0,
Smart Trio,04-Oct-25,Sha Tin,1400m,12/14,,,1.8,1.0,
Smart Trio,26-Sep-25,TRIAL Sha Tin,1200m,7/8,,,1.1,,
Smart Trio,07-Sep-25,Sha Tin,1200m,11/14,,,7.5,1.0,
Smart Trio,30-Aug-25,TRIAL Sha Tin,1000m,7/11,,,2.1,,
Smart Trio,09-Jul-25,Happy Valley,1650m,11/12,,,2.8,1.0,
Smart Trio,11-Jun-25,Happy Valley,1650m,8/12,,,1.0,1.0,
Smart Trio,07-May-25,Happy Valley,1650m,11/12,,,3.1,1.0,
Smart Trio,16-Apr-25,Happy Valley,1650m,11/12,,,1.3,2.0,
Smart Trio,08-Apr-25,TRIAL Sha Tin,1600m,4/10,,,0.8,,
Smart Trio,23-Mar-25,Sha Tin,1400m,13/13,,,0.1,1.0,
Smart Trio,23-Feb-25,Sha Tin,1200m,12/14,,,0.6,1.0,
Smart Trio,07-Feb-25,TRIAL Sha Tin,1200m,5/9,,,1.7,,
Smart Trio,22-Dec-24,Sha Tin,1400m,14/14,,,4.0,1.0,
Smart Trio,26-Nov-24,TRIAL Sha Tin,1600m,4/4,,,0.8,,
Smart Trio,12-Nov-24,TRIAL Sha Tin,1200m,6/10,,,4.3,,
Smart Trio,15-Oct-24,TRIAL Sha Tin,1000m,10/10,,,4.0,,
Smart Trio,12-Apr-24,Canberra,1600m,1/10,,,0.1,13.0,
Smart Trio,24-Mar-24,Goulburn,1600m,3/7,,,0.8,2.0,
Smart Trio,10-Mar-24,Canberra,1300m,8/9,,,2.0,375.0,
Smart Trio,15-Feb-24,TRIAL Rosehill Gardens,1030m,4/8,,,1.4,,
Smart Trio,30-Jan-24,TRIAL Warwick Farm,792m,7/8,,,1.4,,
Smart Trio,25-Oct-23,Kensington,1800m,8/10,,,2.6,1.0,
Smart Trio,06-Oct-23,Canberra,1600m,1/7,,,1.5,13.0,
Smart Trio,22-Sep-23,Goulburn,1500m,1/11,,,1.0,13.0,
Smart Trio,29-Aug-23,Newcastle,1300m,4/9,,,0.2,2.0,
Smart Trio,21-Aug-23,TRIAL Hawkesbury,1000m,3/7,,,2.1,,
Smart Trio,09-Aug-23,TRIAL Kembla Grange,800m,2/6,,,6.0,,
Smart Trio,01-May-23,TRIAL Randwick,1045m,6/8,,,0.5,,
Smart Trio,21-Apr-23,TRIAL Warwick Farm,1210m,6/8,,,2.5,,
Smart Trio,05-Apr-23,TRIAL Kembla Grange,790m,6/6,,,1.5,,
Power Summit,29-Mar-26,Sha Tin,1400m,11/14,,,,875.0,
Power Summit,19-Mar-26,TRIAL Conghua Awt,1200m,6/7,,,2.8,,
Power Summit,04-Mar-26,Happy Valley,1200m,10/12,,,0.0,875.0,
Power Summit,04-Feb-26,Happy Valley,1200m,4/12,,,1.0,70.0,
Power Summit,11-Jan-26,Sha Tin,1200m,7/12,,,1.3,1.0,
Power Summit,10-Dec-25,Happy Valley,1200m,9/12,,,4.5,1.0,
Power Summit,15-Nov-25,Sha Tin,1400m,12/14,,,0.3,1.0,
Power Summit,24-Oct-25,TRIAL Conghua Turf,1200m,1/10,,,2.1,,
Power Summit,28-Sep-25,Sha Tin,1000m,14/14,,,2.0,1.0,
Power Summit,17-Sep-25,Happy Valley,1200m,9/12,,,0.9,1.0,
Power Summit,29-Aug-25,TRIAL Conghua Turf,1200m,5/10,,,1.4,,
Power Summit,09-Jul-25,Happy Valley,1000m,8/12,,,2.0,1.0,
Power Summit,24-Jun-25,TRIAL Sha Tin,1200m,8/8,,,1.8,,
Power Summit,10-Jun-25,TRIAL Sha Tin,1050m,5/5,,,3.0,,
Power Summit,23-May-25,TRIAL Conghua Turf,1200m,5/7,,,4.5,,
Power Summit,08-May-25,TRIAL Conghua Awt,1200m,2/5,,,0.0,,
Persian,15-Dec-25,Laurel Park,1210m,3/7,,,7.0,31.0,
Persian,22-Nov-25,Laurel Park,1210m,1/6,,56.5,1.0,18.0,
Persian,21-Sep-25,Laurel Park,1410m,4/8,,54.5,3.25,3.0,
Persian,14-Sep-25,Laurel Park,1110m,5/8,,55.5,10.25,900.0,
Persian,04-Nov-24,Laurel Park,1410m,4/7,,55.5,8.25,2.0,
Persian,13-Oct-24,Laurel Park,1210m,7/12,,55.5,6.75,1.0,
Persian,22-Sep-24,Laurel Park,1210m,2/8,,55.5,4.5,8.0,
More Than Grace,07-Oct-25,Presque Isle Downs,1210m,2/6,,,,7.0,
More Than Grace,12-May-25,Belmont At The Big A,1210m,8/8,,55.5,7.0,850.0,
More Than Grace,19-Apr-25,Aqueduct,1410m,4/7,,53.5,0.5,5.0,
More Than Grace,23-Mar-25,Aqueduct,1610m,5/7,,53.5,5.75,3.0,
More Than Grace,11-Jan-25,Aqueduct,1210m,4/8,,54.5,50.0,5.0,
More Than Grace,09-Nov-24,Aqueduct,1310m,2/7,,54.5,5.5,18.0,
Wanna Go Home,11-Dec-25,Turfway Park,1010m,4/11,,54.5,,2.0,
Wanna Go Home,03-Nov-25,Churchill Downs,1210m,2/6,,54.5,6.3,11.0,
Wanna Go Home,17-Oct-25,Keeneland,1210m,4/11,,54.0,5.25,3.0,
Wanna Go Home,25-Sep-25,Churchill Downs,1210m,3/11,,54.0,8.25,5.0,
Wanna Go Home,16-Sep-25,Horseshoe Indianapolis,1110m,2/8,,54.0,0.0,6.0,
Wanna Go Home,12-Aug-25,Ellis Park,1210m,4/9,,54.5,4.25,2.0,
Wanna Go Home,17-Jun-25,Horseshoe Indianapolis,1010m,3/5,,54.0,5.0,4.0,
Wanna Go Home,27-May-25,Horseshoe Indianapolis,1010m,2/9,,54.0,4.5,8.0,
Wanna Go Home,04-May-25,Horseshoe Indianapolis,1010m,2/6,,54.0,5.0,8.0,
In Awe Of Juju,22-Feb-26,Laurel Park,1207m,5/7,,,7.0,1.0,
In Awe Of Juju,19-Jan-26,Aqueduct,1308m,5/5,,57.0,6.5,2.0,
In Awe Of Juju,01-Jan-26,Aqueduct,1308m,7/7,,56.0,0.15,975.0,
In Awe Of Juju,29-Nov-25,Aqueduct,1310m,4/9,,54.5,12.25,3.0,
In Awe Of Juju,17-Oct-25,Keeneland,1410m,5/8,,54.5,2.6,1.0,
In Awe Of Juju,25-Sep-25,Churchill Downs,1210m,1/8,,54.5,0.3,39.0,
In Awe Of Juju,05-Apr-25,Oaklawn Park,1210m,2/8,,53.5,3.25,8.0,
In Awe Of Juju,17-Mar-25,Fair Grounds,1210m,5/5,,54.5,1.5,1.0,
In Awe Of Juju,02-Mar-25,Oaklawn Park,1710m,8/8,,54.0,4.0,1.0,
In Awe Of Juju,01-Feb-25,Oaklawn Park,1210m,5/10,,51.5,3.5,1.0,
In Awe Of Juju,29-Dec-24,Fair Grounds,1210m,1/12,,53.5,3.0,36.0,
Tiz Purple,22-Feb-26,Laurel Park,1207m,2/7,,,7.0,82.0,
Tiz Purple,04-Feb-26,Philadelphia Park,1207m,5/7,,57.0,3.0,1.0,
Tiz Purple,01-Jan-26,Aqueduct,1308m,3/7,,55.5,4.75,6.0,
Tiz Purple,29-Nov-25,Aqueduct,1310m,1/6,,54.5,0.3,34.0,
Tiz Purple,18-Oct-25,Keeneland,1210m,6/9,,55.5,0.0,725.0,
Tiz Purple,25-Aug-25,Ellis Park,1210m,7/7,,53.5,20.0,1.0,
Tiz Purple,02-Nov-24,Churchill Downs,1410m,5/8,,53.5,14.75,3.0,
Tiz Purple,05-Oct-24,Keeneland,1210m,7/9,,55.5,3.5,1.0,
Tiz Purple,01-Sep-24,Saratoga,1410m,9/11,,55.5,5.0,1.0,
Tiz Purple,08-Aug-24,Saratoga,1210m,1/7,,54.5,4.0,50.0,
Tiz Purple,05-Jul-24,Monmouth Park,1010m,2/9,,54.0,5.25,10.0,
Chico Charlie,23-Mar-26,Tampa Bay Downs,1710m,1/12,,,,12.0,
Chico Charlie,06-Feb-26,Tampa Bay Downs,1645m,10/11,,56.0,5.25,175.0,
Chico Charlie,22-Jan-26,Tampa Bay Downs,1710m,2/12,,56.0,18.0,3.0,
