Horse,Category,Starts,1st,2nd,3rd,Win%,Place%,Odds,ROI
Kolding,$20001 - $35000,1,-,-,-,0%,0%,$0,-100%
Kolding,$35001 - $75000,8,3,1,3,38%,88%,$2.2,-17%
Kolding,$75001+,24,6,3,1,25%,42%,$5.7,43%
Kolding,55 - 56.5kg,4,-,-,2,0%,50%,$0,-100%
Kolding,57 - 58.5kg,16,6,3,1,38%,63%,$3.8,43%
Kolding,59kg+,27,4,2,1,15%,26%,$6,-11%
Kolding,6 - 7,4,1,1,-,25%,50%,$9.5,138%
Kolding,8 - 10,14,5,1,2,36%,58%,$3.44,23%
Kolding,11 - 12,13,1,2,2,8%,39%,$2.3,-82%
Kolding,13 - 15,12,2,1,-,17%,25%,$5.9,-2%
Kolding,16+,5,2,-,-,40%,40%,$5.75,130%
Kolding,First Up,10,1,1,-,10%,20%,$2.2,-78%
Kolding,Second Up,10,1,3,-,10%,40%,$7,-30%
Kolding,Third Up,10,2,-,2,20%,40%,$7.5,50%
Life Is Good,Career,17,2,2,1,12%,30%,$11.3,33%
Life Is Good,12 Mths,0,-,-,-,-,-,$0,-
Life Is Good,Last 10,10,1,-,-,10%,10%,$18,80%
Life Is Good,Good,13,2,1,-,16%,24%,$11.3,74%
Life Is Good,Soft,2,-,-,1,0%,50%,$0,-100%
Life Is Good,Turf,15,2,1,1,14%,27%,$11.3,51%
Life Is Good,0 - 1000m,9,1,-,-,12%,12%,$18,100%
Life Is Good,1001 - 1300m,8,1,2,1,13%,50%,$4.6,-42%
Life Is Good,1 - 3,5,-,-,-,0%,0%,$0,-100%
Life Is Good,4 - 6,5,-,-,-,0%,0%,$0,-100%
Life Is Good,7 - 10,5,2,1,1,40%,80%,$11.3,352%
Life Is Good,11 - 13,2,-,1,-,0%,50%,$0,-100%
Life Is Good,$0 - $5000,1,-,-,1,0%,100%,$0,-100%
Life Is Good,$10001 - $20000,2,1,1,-,50%,100%,$4.6,130%
Life Is Good,$20001 - $35000,2,-,1,-,0%,50%,$0,-100%
Life Is Good,51 - 52.5kg,1,-,-,-,0%,0%,$0,-100%
Life Is Good,53 - 54.5kg,1,-,-,-,0%,0%,$0,-100%
Life Is Good,55 - 56.5kg,2,1,-,-,50%,50%,$18,800%
Life Is Good,57 - 58.5kg,7,-,1,1,0%,29%,$0,-100%
Life Is Good,59kg+,6,1,1,-,17%,34%,$4.6,-23%
Life Is Good,6 - 7,2,-,-,1,0%,50%,$0,-100%
Life Is Good,8 - 10,3,1,1,-,34%,67%,$4.6,53%
Life Is Good,11 - 12,10,1,-,-,10%,10%,$18,80%
Life Is Good,13 - 15,2,-,1,-,0%,50%,$0,-100%
Life Is Good,First Up,4,1,2,-,25%,75%,$18,350%
Life Is Good,Second Up,4,1,-,1,25%,50%,$4.6,15%
Life Is Good,Third Up,3,-,-,-,0%,0%,$0,-100%
Knicks Go,Career,16,9,4,-,57%,82%,$0,-100%
Knicks Go,12 Mths,0,-,-,-,-,-,$0,-
Knicks Go,Last 10,10,7,2,-,70%,90%,$0,-100%
Knicks Go,1001 - 1300m,1,1,-,-,100%,100%,$0,-100%
Knicks Go,1301 - 1500m,1,-,1,-,0%,100%,$0,-100%
Knicks Go,1501 - 2000m,13,7,3,-,54%,77%,$0,-100%
Knicks Go,2001 - 2400m,1,1,-,-,100%,100%,$0,-100%
Knicks Go,1 - 3,4,1,2,-,25%,75%,$0,-100%
Knicks Go,4 - 6,8,7,-,-,88%,88%,$0,-100%
Knicks Go,7 - 10,4,1,2,-,25%,75%,$0,-100%
Knicks Go,$35001 - $75000,2,2,-,-,100%,100%,$0,-100%
Knicks Go,$75001+,7,3,2,-,43%,72%,$0,-100%
Knicks Go,59kg+,16,9,4,-,57%,82%,$0,-100%
Knicks Go,1 - 5,9,4,3,-,45%,78%,$0,-100%
Knicks Go,6 - 7,3,2,-,-,67%,67%,$0,-100%
Knicks Go,8 - 10,2,1,1,-,50%,100%,$0,-100%
Knicks Go,11 - 12,2,2,-,-,100%,100%,$0,-100%
Knicks Go,First Up,11,6,2,-,55%,73%,$0,-100%
Knicks Go,Second Up,4,2,2,-,50%,100%,$0,-100%
Knicks Go,Third Up,1,1,-,-,100%,100%,$0,-100%
Hot Rod Charlie,Career,13,1,4,3,8%,62%,$0,-100%
Hot Rod Charlie,12 Mths,0,-,-,-,-,-,$0,-
Hot Rod Charlie,Last 10,10,1,4,2,10%,70%,$0,-100%
Hot Rod Charlie,1001 - 1300m,2,-,-,1,0%,50%,$0,-100%
Hot Rod Charlie,1501 - 2000m,8,1,3,2,13%,75%,$0,-100%
Hot Rod Charlie,2001 - 2400m,2,-,-,-,0%,0%,$0,-100%
Hot Rod Charlie,2401m+,1,-,1,-,0%,100%,$0,-100%
Hot Rod Charlie,1 - 3,6,1,1,2,17%,67%,$0,-100%
Hot Rod Charlie,4 - 6,6,-,2,1,0%,50%,$0,-100%
Hot Rod Charlie,11 - 13,1,-,1,-,0%,100%,$0,-100%
Hot Rod Charlie,$35001 - $75000,4,1,-,1,25%,50%,$0,-100%
Hot Rod Charlie,$75001+,3,-,2,1,0%,100%,$0,-100%
Hot Rod Charlie,59kg+,13,1,4,3,8%,62%,$0,-100%
Hot Rod Charlie,1 - 5,3,1,1,1,34%,100%,$0,-100%
Hot Rod Charlie,6 - 7,5,-,1,2,0%,60%,$0,-100%
Hot Rod Charlie,8 - 10,4,-,1,-,0%,25%,$0,-100%
Hot Rod Charlie,13 - 15,1,-,1,-,0%,100%,$0,-100%
Hot Rod Charlie,First Up,6,-,2,1,0%,50%,$0,-100%
Hot Rod Charlie,Second Up,4,-,1,2,0%,75%,$0,-100%
Hot Rod Charlie,Third Up,1,-,-,-,0%,0%,$0,-100%
Mandaloun,Career,6,4,-,1,67%,84%,$0,-100%
Mandaloun,12 Mths,0,-,-,-,-,-,$0,-
Mandaloun,Last 10,6,4,-,1,67%,84%,$0,-100%
Mandaloun,Firm,1,-,-,-,0%,0%,$0,-100%
Mandaloun,Turf,1,-,-,-,0%,0%,$0,-100%
Mandaloun,1001 - 1300m,1,1,-,-,100%,100%,$0,-100%
Mandaloun,1301 - 1500m,1,1,-,-,100%,100%,$0,-100%
Mandaloun,1501 - 2000m,4,2,-,1,50%,75%,$0,-100%
Mandaloun,1 - 3,3,2,-,-,67%,67%,$0,-100%
Mandaloun,7 - 10,3,2,-,1,67%,100%,$0,-100%
Mandaloun,$35001 - $75000,1,1,-,-,100%,100%,$0,-100%
Mandaloun,$75001+,4,2,-,1,50%,75%,$0,-100%
Mandaloun,59kg+,6,4,-,1,67%,84%,$0,-100%
Mandaloun,1 - 5,1,1,-,-,100%,100%,$0,-100%
Mandaloun,6 - 7,1,1,-,-,100%,100%,$0,-100%
Mandaloun,8 - 10,3,1,-,1,34%,67%,$0,-100%
Mandaloun,11 - 12,1,1,-,-,100%,100%,$0,-100%
Mandaloun,First Up,3,2,-,-,67%,67%,$0,-100%
Mandaloun,Second Up,2,2,-,-,100%,100%,$0,-100%
Mandaloun,Third Up,1,-,-,1,0%,100%,$0,-100%
Midnight Bisou,Career,19,11,5,3,58%,100%,$0,-100%
Midnight Bisou,12 Mths,0,-,-,-,-,-,$0,-
Midnight Bisou,Last 10,10,7,2,1,70%,100%,$0,-100%
Midnight Bisou,1001 - 1300m,1,-,1,-,0%,100%,$0,-100%
Midnight Bisou,1301 - 1500m,2,1,1,-,50%,100%,$0,-100%
Midnight Bisou,1501 - 2000m,15,10,3,2,67%,100%,$0,-100%
Midnight Bisou,2001 - 2400m,1,-,-,1,0%,100%,$0,-100%
Midnight Bisou,1 - 3,12,8,3,1,67%,100%,$0,-100%
Midnight Bisou,4 - 6,4,2,2,-,50%,100%,$0,-100%
Midnight Bisou,7 - 10,3,1,-,2,34%,100%,$0,-100%
Midnight Bisou,$35001 - $75000,1,-,1,-,0%,100%,$0,-100%
Midnight Bisou,$75001+,15,11,3,1,74%,100%,$0,-100%
Midnight Bisou,59kg+,19,11,5,3,58%,100%,$0,-100%
Midnight Bisou,1 - 5,18,10,5,3,56%,100%,$0,-100%
Midnight Bisou,6 - 7,1,1,-,-,100%,100%,$0,-100%
Midnight Bisou,First Up,4,2,1,1,50%,100%,$0,-100%
Midnight Bisou,Second Up,3,1,2,-,34%,100%,$0,-100%
Midnight Bisou,Third Up,2,2,-,-,100%,100%,$0,-100%
Monomoy Girl,Career,13,1,3,1,8%,39%,$0,-100%
Monomoy Girl,12 Mths,13,1,3,1,8%,39%,$0,-100%
Monomoy Girl,Last 10,10,1,1,1,10%,30%,$0,-100%
Monomoy Girl,Good,1,-,-,-,0%,0%,$0,-100%
Monomoy Girl,Turf,1,-,-,-,0%,0%,$0,-100%
Monomoy Girl,1001 - 1300m,4,-,1,1,0%,50%,$0,-100%
Monomoy Girl,1301 - 1500m,5,1,-,-,20%,20%,$0,-100%
Monomoy Girl,1501 - 2000m,4,-,2,-,0%,50%,$0,-100%
Monomoy Girl,1 - 3,1,-,-,-,0%,0%,$0,-100%
Monomoy Girl,4 - 6,2,1,1,-,50%,100%,$0,-100%
Monomoy Girl,7 - 10,3,-,1,1,0%,67%,$0,-100%
Monomoy Girl,11 - 13,1,-,1,-,0%,100%,$0,-100%
Monomoy Girl,14 - 16,6,-,-,-,0%,0%,$0,-100%
Monomoy Girl,$75001+,13,1,3,1,8%,39%,$0,-100%
Monomoy Girl,53 - 54.5kg,3,-,-,-,0%,0%,$0,-100%
Monomoy Girl,55 - 56.5kg,4,-,1,1,0%,50%,$0,-100%
Monomoy Girl,57 - 58.5kg,2,1,-,-,50%,50%,$0,-100%
Monomoy Girl,59kg+,3,-,1,-,0%,34%,$0,-100%
Monomoy Girl,8 - 10,5,1,2,1,20%,80%,$0,-100%
Monomoy Girl,13 - 15,5,-,1,-,0%,20%,$0,-100%
Monomoy Girl,16+,3,-,-,-,0%,0%,$0,-100%
Monomoy Girl,First Up,2,-,1,-,0%,50%,$0,-100%
Monomoy Girl,Second Up,2,1,1,-,50%,100%,$0,-100%
Monomoy Girl,Third Up,2,-,1,-,0%,50%,$0,-100%
Letruska,Career,16,9,-,2,57%,69%,$0,-100%
Letruska,12 Mths,0,-,-,-,-,-,$0,-
Letruska,Last 10,10,5,-,1,50%,60%,$0,-100%
Letruska,Firm,1,-,-,1,0%,100%,$0,-100%
Letruska,Turf,1,-,-,1,0%,100%,$0,-100%
Letruska,1301 - 1500m,1,-,-,-,0%,0%,$0,-100%
Letruska,1501 - 2000m,14,8,-,2,58%,72%,$0,-100%
Letruska,2001 - 2400m,1,1,-,-,100%,100%,$0,-100%
Letruska,1 - 3,6,2,-,1,34%,50%,$0,-100%
Letruska,4 - 6,9,6,-,1,67%,78%,$0,-100%
Letruska,7 - 10,1,1,-,-,100%,100%,$0,-100%
Letruska,$35001 - $75000,3,2,-,1,67%,100%,$0,-100%
Letruska,$75001+,12,7,-,1,59%,67%,$0,-100%
Letruska,59kg+,16,9,-,2,57%,69%,$0,-100%
Letruska,1 - 5,7,3,-,1,43%,58%,$0,-100%
Letruska,6 - 7,5,3,-,1,60%,80%,$0,-100%
Letruska,8 - 10,3,3,-,-,100%,100%,$0,-100%
Letruska,11 - 12,1,-,-,-,0%,0%,$0,-100%
Letruska,First Up,8,6,-,1,75%,88%,$0,-100%
Letruska,Second Up,3,1,-,1,34%,67%,$0,-100%
Letruska,Third Up,2,1,-,-,50%,50%,$0,-100%
Shedaresthedevil,Career,14,6,2,4,43%,86%,$0,-100%
Shedaresthedevil,12 Mths,0,-,-,-,-,-,$0,-
Shedaresthedevil,Last 10,10,5,-,4,50%,90%,$0,-100%
Shedaresthedevil,1001 - 1300m,2,1,1,-,50%,100%,$0,-100%
Shedaresthedevil,1501 - 2000m,12,5,1,4,42%,84%,$0,-100%
Shedaresthedevil,1 - 3,4,2,1,1,50%,100%,$0,-100%
Shedaresthedevil,4 - 6,4,2,-,2,50%,100%,$0,-100%
Shedaresthedevil,7 - 10,6,2,1,1,34%,67%,$0,-100%
Shedaresthedevil,$75001+,12,5,2,4,42%,92%,$0,-100%
Shedaresthedevil,59kg+,14,6,2,4,43%,86%,$0,-100%
Shedaresthedevil,1 - 5,8,3,2,2,38%,88%,$0,-100%
Shedaresthedevil,6 - 7,1,-,-,1,0%,100%,$0,-100%
Shedaresthedevil,8 - 10,3,3,-,-,100%,100%,$0,-100%
Shedaresthedevil,11 - 12,1,-,-,-,0%,0%,$0,-100%
Shedaresthedevil,13 - 15,1,-,-,1,0%,100%,$0,-100%
Shedaresthedevil,First Up,6,1,1,2,17%,67%,$0,-100%
Shedaresthedevil,Second Up,3,2,1,-,67%,100%,$0,-100%
Shedaresthedevil,Third Up,1,-,-,1,0%,100%,$0,-100%
Malathaat,Career,13,9,3,1,70%,100%,$0,-100%
Malathaat,12 Mths,0,-,-,-,-,-,$0,-
Malathaat,Last 10,10,6,3,1,60%,100%,$0,-100%
Malathaat,Firm,2,2,-,-,100%,100%,$0,-100%
Malathaat,Turf,2,2,-,-,100%,100%,$0,-100%
Malathaat,1301 - 1500m,1,1,-,-,100%,100%,$0,-100%
Malathaat,1501 - 2000m,11,7,3,1,64%,100%,$0,-100%
Malathaat,2001 - 2400m,1,1,-,-,100%,100%,$0,-100%
Malathaat,1 - 3,8,4,3,1,50%,100%,$0,-100%
Malathaat,4 - 6,5,5,-,-,100%,100%,$0,-100%
Malathaat,$35001 - $75000,1,1,-,-,100%,100%,$0,-100%
Malathaat,$75001+,10,7,3,-,70%,100%,$0,-100%
Malathaat,59kg+,13,9,3,1,70%,100%,$0,-100%
Malathaat,1 - 5,6,3,3,-,50%,100%,$0,-100%
Malathaat,6 - 7,5,5,-,-,100%,100%,$0,-100%
Malathaat,8 - 10,1,1,-,-,100%,100%,$0,-100%
Malathaat,11 - 12,1,-,-,1,0%,100%,$0,-100%
Malathaat,First Up,5,3,1,1,60%,100%,$0,-100%
Malathaat,Second Up,3,2,1,-,67%,100%,$0,-100%
Malathaat,Third Up,2,1,1,-,50%,100%,$0,-100%
Clairiere,Career,22,1,-,-,5%,5%,$7.7,-65%
Clairiere,12 Mths,0,-,-,-,-,-,$0,-
Clairiere,Last 10,10,1,-,-,10%,10%,$7.7,-23%
Clairiere,Good,11,-,-,-,0%,0%,$0,-100%
Clairiere,Soft,9,1,-,-,12%,12%,$7.7,-14%
Clairiere,Turf,20,1,-,-,5%,5%,$7.7,-61%
Clairiere,Cushion,2,-,-,-,0%,0%,$0,-100%
Clairiere,1001 - 1300m,6,-,-,-,0%,0%,$0,-100%
Clairiere,1301 - 1500m,14,1,-,-,8%,8%,$7.7,-45%
Clairiere,1501 - 2000m,2,-,-,-,0%,0%,$0,-100%
Clairiere,1 - 3,3,-,-,-,0%,0%,$0,-100%
Clairiere,4 - 6,7,-,-,-,0%,0%,$0,-100%
Clairiere,7 - 10,6,-,-,-,0%,0%,$0,-100%
Clairiere,11 - 13,4,-,-,-,0%,0%,$0,-100%
Clairiere,14 - 16,1,-,-,-,0%,0%,$0,-100%
Clairiere,17+,1,1,-,-,100%,100%,$7.7,670%
Clairiere,$10001 - $20000,13,1,-,-,8%,8%,$7.7,-41%
Clairiere,$20001 - $35000,7,-,-,-,0%,0%,$0,-100%
Clairiere,$35001 - $75000,2,-,-,-,0%,0%,$0,-100%
Clairiere,53 - 54.5kg,3,-,-,-,0%,0%,$0,-100%
Clairiere,55 - 56.5kg,16,1,-,-,7%,7%,$7.7,-52%
Clairiere,57 - 58.5kg,3,-,-,-,0%,0%,$0,-100%
Clairiere,6 - 7,2,-,-,-,0%,0%,$0,-100%
Clairiere,8 - 10,3,-,-,-,0%,0%,$0,-100%
Clairiere,11 - 12,2,-,-,-,0%,0%,$0,-100%
Clairiere,13 - 15,11,1,-,-,10%,10%,$7.7,-30%
Clairiere,16+,4,-,-,-,0%,0%,$0,-100%
Clairiere,First Up,3,-,-,-,0%,0%,$0,-100%
Clairiere,Second Up,3,-,-,-,0%,0%,$0,-100%
Clairiere,Third Up,3,-,-,-,0%,0%,$0,-100%
Search Results,Career,16,7,2,5,44%,88%,$0,-100%
Search Results,12 Mths,0,-,-,-,-,-,$0,-
Search Results,Last 10,10,3,2,3,30%,80%,$0,-100%
Search Results,Firm,4,1,1,1,25%,75%,$0,-100%
Search Results,Good,1,-,-,1,0%,100%,$0,-100%
Search Results,Turf,5,1,1,2,20%,80%,$0,-100%
Search Results,1001 - 1300m,1,1,-,-,100%,100%,$0,-100%
Search Results,1301 - 1500m,2,-,-,2,0%,100%,$0,-100%
Search Results,1501 - 2000m,13,6,2,3,47%,85%,$0,-100%
Search Results,1 - 3,6,3,2,1,50%,100%,$0,-100%
Search Results,4 - 6,7,3,-,3,43%,86%,$0,-100%
Search Results,7 - 10,3,1,-,1,34%,67%,$0,-100%
Search Results,$35001 - $75000,1,1,-,-,100%,100%,$0,-100%
Search Results,$75001+,13,6,2,5,47%,100%,$0,-100%
Search Results,59kg+,16,7,2,5,44%,88%,$0,-100%
Search Results,1 - 5,4,1,1,2,25%,100%,$0,-100%
Search Results,6 - 7,6,4,1,1,67%,100%,$0,-100%
Search Results,8 - 10,6,2,-,2,34%,67%,$0,-100%
Search Results,First Up,7,3,-,3,43%,86%,$0,-100%
Search Results,Second Up,3,2,1,-,67%,100%,$0,-100%
Search Results,Third Up,2,-,-,2,0%,100%,$0,-100%
Society,Career,15,8,1,2,54%,74%,$3.62,45%
Society,12 Mths,0,-,-,-,-,-,$0,-
Society,Last 10,10,4,1,2,40%,70%,$4.28,28%
Society,Firm,12,7,1,2,59%,84%,$3.62,81%
Society,Good,1,-,-,-,0%,0%,$0,-100%
Society,Turf,13,7,1,2,54%,77%,$3.62,67%
Society,1301 - 1500m,10,6,1,2,60%,90%,$2.88,15%
Society,1501 - 2000m,5,2,-,-,40%,40%,$5.1,104%
Society,1 - 3,3,-,-,2,0%,67%,$0,-100%
Society,4 - 6,2,1,1,-,50%,100%,$0,-100%
Society,7 - 10,5,2,-,-,40%,40%,$1.2,-76%
Society,$35001 - $75000,1,1,-,-,100%,100%,$4.8,380%
Society,$75001+,11,7,-,2,64%,82%,$3.39,54%
Society,59kg+,15,8,1,2,54%,74%,$3.62,45%
Society,1 - 5,5,2,-,2,40%,80%,$1.45,-42%
Society,6 - 7,2,2,-,-,100%,100%,$3.13,57%
Society,8 - 10,7,3,1,-,43%,58%,$5.45,56%
Society,First Up,8,4,1,2,50%,88%,$3,-25%
Society,Second Up,2,1,-,-,50%,50%,$1.7,-15%
Society,Third Up,2,1,-,-,50%,50%,$3.13,57%
Olympiad,Career,5,1,-,1,20%,40%,$6,20%
Olympiad,12 Mths,5,1,-,1,20%,40%,$6,20%
Olympiad,Last 10,5,1,-,1,20%,40%,$6,20%
Olympiad,Good,3,1,-,1,34%,67%,$6,100%
Olympiad,Soft,1,-,-,-,0%,0%,$0,-100%
Olympiad,Turf,4,1,-,1,25%,50%,$6,50%
Olympiad,Cushion,1,-,-,-,0%,0%,$0,-100%
Olympiad,1001 - 1300m,2,-,-,-,0%,0%,$0,-100%
Olympiad,1301 - 1500m,1,-,-,-,0%,0%,$0,-100%
Olympiad,1501 - 2000m,2,1,-,1,50%,100%,$6,200%
Olympiad,1 - 3,2,1,-,-,50%,50%,$6,200%
Olympiad,4 - 6,1,-,-,-,0%,0%,$0,-100%
Olympiad,7 - 10,1,-,-,1,0%,100%,$0,-100%
Olympiad,11 - 13,1,-,-,-,0%,0%,$0,-100%
Olympiad,$20001 - $35000,3,1,-,1,34%,67%,$6,100%
Olympiad,$35001 - $75000,2,-,-,-,0%,0%,$0,-100%
Olympiad,57 - 58.5kg,3,-,-,-,0%,0%,$0,-100%
Olympiad,59kg+,2,1,-,1,50%,100%,$6,200%
Olympiad,8 - 10,2,1,-,-,50%,50%,$6,200%
Olympiad,11 - 12,2,-,-,1,0%,50%,$0,-100%
Olympiad,13 - 15,1,-,-,-,0%,0%,$0,-100%
Olympiad,First Up,2,-,-,-,0%,0%,$0,-100%
Olympiad,Second Up,2,-,-,1,0%,50%,$0,-100%
Olympiad,Third Up,1,1,-,-,100%,100%,$6,500%
Cyberknife,Career,7,2,2,1,29%,72%,$1.5,-79%
Cyberknife,12 Mths,0,-,-,-,-,-,$0,-
Cyberknife,Last 10,7,2,2,1,29%,72%,$1.5,-79%
Cyberknife,Firm,6,2,2,1,34%,84%,$1.5,-75%
Cyberknife,Good,1,-,-,-,0%,0%,$0,-100%
Cyberknife,Turf,7,2,2,1,29%,72%,$1.5,-79%
Cyberknife,1501 - 2000m,5,2,1,1,40%,80%,$1.5,-70%
Cyberknife,2001 - 2400m,2,-,1,-,0%,50%,$0,-100%
Cyberknife,1 - 3,2,1,1,-,50%,100%,$0,-100%
Cyberknife,7 - 10,2,-,1,-,0%,50%,$0,-100%
Cyberknife,$75001+,3,1,-,1,34%,67%,$1.5,-50%
Cyberknife,59kg+,7,2,2,1,29%,72%,$1.5,-79%
Cyberknife,6 - 7,1,1,-,-,100%,100%,$1.5,50%
Cyberknife,8 - 10,3,1,2,-,34%,100%,$0,-100%
Cyberknife,11 - 12,2,-,-,1,0%,50%,$0,-100%
Cyberknife,16+,1,-,-,-,0%,0%,$0,-100%
Cyberknife,First Up,2,-,-,-,0%,0%,$0,-100%
Cyberknife,Second Up,1,1,-,-,100%,100%,$1.5,50%
Cyberknife,Third Up,1,1,-,-,100%,100%,$0,-100%
Rich Strike,Career,13,2,-,3,16%,39%,$0,-100%
Rich Strike,12 Mths,4,1,-,1,25%,50%,$0,-100%
Rich Strike,Last 10,10,2,-,3,20%,50%,$0,-100%
Rich Strike,Firm,2,-,-,2,0%,100%,$0,-100%
Rich Strike,Good,1,-,-,-,0%,0%,$0,-100%
Rich Strike,Turf,3,-,-,2,0%,67%,$0,-100%
Rich Strike,0 - 1000m,13,2,-,3,16%,39%,$0,-100%
Rich Strike,1 - 3,2,1,-,-,50%,50%,$0,-100%
Rich Strike,4 - 6,4,1,-,-,25%,25%,$0,-100%
Rich Strike,7 - 10,7,-,-,3,0%,43%,$0,-100%
Rich Strike,$5001 - $10000,2,-,-,1,0%,50%,$0,-100%
Rich Strike,$10001 - $20000,9,2,-,2,23%,45%,$0,-100%
Rich Strike,$20001 - $35000,1,-,-,-,0%,0%,$0,-100%
Rich Strike,$35001 - $75000,1,-,-,-,0%,0%,$0,-100%
Rich Strike,59kg+,13,2,-,3,16%,39%,$0,-100%
Rich Strike,8 - 10,13,2,-,3,16%,39%,$0,-100%
Rich Strike,First Up,5,1,-,1,20%,40%,$0,-100%
Rich Strike,Second Up,4,-,-,1,0%,25%,$0,-100%
Rich Strike,Third Up,3,1,-,-,34%,34%,$0,-100%
Simplification,Career,16,3,1,5,19%,57%,$0,-100%
Simplification,12 Mths,0,-,-,-,-,-,$0,-
Simplification,Last 10,10,-,-,4,0%,40%,$0,-100%
Simplification,Firm,6,-,-,2,0%,34%,$0,-100%
Simplification,Good,1,-,-,-,0%,0%,$0,-100%
Simplification,Turf,7,-,-,2,0%,29%,$0,-100%
Simplification,1001 - 1300m,3,1,-,1,34%,67%,$0,-100%
Simplification,1501 - 2000m,12,2,1,4,17%,59%,$0,-100%
Simplification,2001 - 2400m,1,-,-,-,0%,0%,$0,-100%
Simplification,1 - 3,10,3,-,3,30%,60%,$0,-100%
Simplification,4 - 6,4,-,1,2,0%,75%,$0,-100%
Simplification,$35001 - $75000,3,1,-,1,34%,67%,$0,-100%
Simplification,$75001+,9,2,1,3,23%,67%,$0,-100%
Simplification,59kg+,16,3,1,5,19%,57%,$0,-100%
Simplification,6 - 7,4,1,-,2,25%,75%,$0,-100%
Simplification,8 - 10,8,2,1,2,25%,63%,$0,-100%
Simplification,11 - 12,3,-,-,1,0%,34%,$0,-100%
Simplification,16+,1,-,-,-,0%,0%,$0,-100%
Simplification,First Up,2,-,-,1,0%,50%,$0,-100%
Simplification,Second Up,2,1,-,-,50%,50%,$0,-100%
Simplification,Third Up,2,-,-,1,0%,50%,$0,-100%
White Abarrio,Career,27,11,4,2,41%,63%,$3.89,-13%
White Abarrio,12 Mths,4,-,1,-,0%,25%,$0,-100%
White Abarrio,Last 10,10,3,2,-,30%,50%,$2.12,-36%
White Abarrio,Firm,14,5,2,2,36%,65%,$4.45,59%
White Abarrio,Good,4,1,-,-,25%,25%,$1.11,-72%
White Abarrio,Turf,18,6,2,2,34%,56%,$3.89,30%
White Abarrio,1301 - 1500m,4,3,1,-,75%,100%,$1.73,-14%
White Abarrio,1501 - 2000m,20,7,3,2,35%,60%,$4.98,-
White Abarrio,2001 - 2400m,3,1,-,-,34%,34%,$0,-100%
White Abarrio,1 - 3,8,5,-,1,63%,75%,$1.73,-57%
White Abarrio,4 - 6,8,3,1,-,38%,50%,$5.37,101%
White Abarrio,7 - 10,5,2,1,1,40%,80%,$0,-100%
White Abarrio,11 - 13,1,-,1,-,0%,100%,$0,-100%
White Abarrio,$35001 - $75000,3,3,-,-,100%,100%,$1.25,-58%
White Abarrio,$75001+,10,4,3,1,40%,80%,$2.37,-29%
White Abarrio,59kg+,27,11,4,2,41%,63%,$3.89,-13%
White Abarrio,1 - 5,3,2,-,-,67%,67%,$1.25,-58%
White Abarrio,6 - 7,6,2,2,1,34%,84%,$6.06,102%
White Abarrio,8 - 10,7,2,1,1,29%,58%,$2.2,-69%
White Abarrio,11 - 12,8,5,1,-,63%,75%,$3.9,-2%
White Abarrio,13 - 15,1,-,-,-,0%,0%,$0,-100%
White Abarrio,16+,1,-,-,-,0%,0%,$0,-100%
White Abarrio,First Up,12,5,1,2,42%,67%,$1.18,-80%
White Abarrio,Second Up,7,3,1,-,43%,58%,$7.4,111%
White Abarrio,Third Up,4,3,-,-,75%,75%,$3.1,55%
Speaker's Corner,Career,11,6,2,2,55%,91%,$0,-100%
Speaker's Corner,12 Mths,0,-,-,-,-,-,$0,-
Speaker's Corner,Last 10,10,6,2,1,60%,90%,$0,-100%
Speaker's Corner,Firm,1,-,-,-,0%,0%,$0,-100%
Speaker's Corner,Turf,1,-,-,-,0%,0%,$0,-100%
Speaker's Corner,1001 - 1300m,1,-,-,1,0%,100%,$0,-100%
Speaker's Corner,1301 - 1500m,5,3,1,-,60%,80%,$0,-100%
Speaker's Corner,1501 - 2000m,5,3,1,1,60%,100%,$0,-100%
Speaker's Corner,1 - 3,5,2,1,2,40%,100%,$0,-100%
Speaker's Corner,4 - 6,3,2,1,-,67%,100%,$0,-100%
Speaker's Corner,7 - 10,3,2,-,-,67%,67%,$0,-100%
Speaker's Corner,$35001 - $75000,2,1,-,1,50%,100%,$0,-100%
Speaker's Corner,$75001+,8,5,2,-,63%,88%,$0,-100%
Speaker's Corner,59kg+,11,6,2,2,55%,91%,$0,-100%
Speaker's Corner,1 - 5,3,-,2,1,0%,100%,$0,-100%
Speaker's Corner,6 - 7,2,2,-,-,100%,100%,$0,-100%
Speaker's Corner,8 - 10,6,4,-,1,67%,84%,$0,-100%
Speaker's Corner,First Up,5,3,-,2,60%,100%,$0,-100%
Speaker's Corner,Second Up,4,2,2,-,50%,100%,$0,-100%
Speaker's Corner,Third Up,2,1,-,-,50%,50%,$0,-100%
Flightline,Career,6,6,-,-,100%,100%,$0,-100%
Flightline,12 Mths,0,-,-,-,-,-,$0,-
Flightline,Last 10,6,6,-,-,100%,100%,$0,-100%
Flightline,1001 - 1300m,2,2,-,-,100%,100%,$0,-100%
Flightline,1301 - 1500m,1,1,-,-,100%,100%,$0,-100%
Flightline,1501 - 2000m,1,1,-,-,100%,100%,$0,-100%
Flightline,2001 - 2400m,2,2,-,-,100%,100%,$0,-100%
Flightline,1 - 3,2,2,-,-,100%,100%,$0,-100%
Flightline,4 - 6,3,3,-,-,100%,100%,$0,-100%
Flightline,7 - 10,1,1,-,-,100%,100%,$0,-100%
Flightline,$75001+,3,3,-,-,100%,100%,$0,-100%
